text,label,FOOD_usefulness,FOOD_score,LOCATION_usefulness,LOCATION_score,ATOMSPHERE_usefulness,ATOMSPHERE_score,SERVICE_usefulness,SERVICE_score,PRICE_usefulness,PRICE_score,MENU_usefulness,MENU_score,SPEED_usefulness,SPEED_score
"The quest to find the best fried noodles in Edmonton continues, this day I was at Good Buddy South for lunch.  Having been to Good Buddy North, I have certain expectations, Good Buddy South is quite different from its northern sister restaurant; there is no big screen TV, there is no updated decors, there is no dim sum, there is no modern lightings.  Its décor is dark and dated, dim sum carts are no where to be seen, the place looked like a traditional noodle joint and is in need of an update.  

When I first walked in, the one thing the surprised me is how dark the restaurant is.  It took my eyes a minute or two to adjust to the dim environment when coming in from the daylight.  The restaurant was very busy, it was completely full but they managed to squeeze me in somehow. 

The ladies ran around with plates of food (frequently delivering to the wrong table) but food were coming out of the kitchen supremely fast; they have one efficient kitchen.  

I ordered the Beef Brisket Lo Mein and the Dry Fried Chicken Hor Fun.  If you look at the picture, you would notice that one thing is distinctly missing from the Lo Mein...  WHERE IS THE SAUCE?  The brisket was as dry as dry can be, the flavour just wasn't there; without the complimentary soup, it would not have been edible.  I would not order it again.  

The Hor Fun on the other hand came fresh and hot.  I knew I wasn't going to be able to eat both dishes so I had it in to takeout box, the box was beyond full, they were not able to close it.  The fried noodle portions here are gigantic.  How did the hor fun taste?  A disappointingly ""below average"".  It wasn't bad like the lo mein but it wouldn't be up there with the better noodle joints in town.  It was missing some of the traditional ""wok hei"", that smoky fried noodle smell.  You can tell that the chef was in a hurry as among the darker soya sauce laced noodles are clumps of pure white noodles, the chef did not take the time to mix the noodles well.  The chef just didn't take the time to make that perfect plate of noodles.  As Emeril Lagasse said: ""you have to season both sides, nobody likes one sided flavoured foods"".

Value wise, this restaurant produces great value.  Both plates of noodles add up to $20 and it was enough for me as lunch/dinner plus a light breakfast the next day.  Leftover hor fun makes fantastic breakfasts, if you don't believe me, try it yourself.  I believe that the place is busy because of the tremendous value it provides its patrons.  

A bit of a warning, the entire restaurant has a single one-person restroom for each sex.  When I was there a gentleman locked himself in for a full twenty minutes, as time progress, you can tell that the male population in the room became increasingly agitated.  When he came out, half the male population in the room dashed for the bathroom.  For a restaurant which seats about 100, a single one-person bathroom is grossly inadequate.  Also, the bathroom needed cleaning badly...

Would I return for noodles, probably not, there are better noodle joints near by.  I would come for dinner one night to check out the non-noodle dishes, may be I would have better luck with those dishes.",0,0.0099487305,3.5,0.024414062,3.28125,0.75,2.40625,0.04711914,3.171875,0.046142578,3.34375,0.016235352,3.40625,0.032470703,3.3125
"Ordered takeout online through YELP. It was easy and fast. I've been to the Dolsot House a few times and always loved the freshness and flavor of their food. I ordered the sesame honey wings, they were crisp on the outside and moist on the inside with plenty of the delicious sticky sauce. The chicken fried rice was fresh and I could tell it had just been made. I brought the rice home and put it in a fry pan to heat it up so I could add my own eggs, a $2 savings. I also had the scallion pancakes, well done, and ate almost all of them on my way home. I highly recommend this place for Korean BBQ.",2,1.0,5.0,2.6193447e-10,1.3046875,6.3795596e-08,1.828125,2.9802322e-08,3.53125,0.00051498413,3.046875,0.828125,4.71875,0.7734375,4.96875
This is a great cafe that serves breakfast and lunch.     The selection of drinks and sweets makes it a great place for a short business meeting too.  They have varied seating and even a few outdoor tables.  I had an excellent salad and gluten free dessert.  The staff were friendly and attentive.  I'll definitely be going back.,2,1.0,5.0,0.051757812,4.0,0.03540039,4.5625,1.0,5.0,5.471179e-13,4.40625,0.8046875,4.0625,6.320988e-11,2.296875
"$3.30 orange juice! Omelet was bland and cookie cutter. The potatoes must have been sitting around on the grill for hours. Even the English muffin was awful! How do you screw up an English muffin? The banana muffin was moist and delicious, but for that I could have went to publix and bought one and saved myself the drive and waste of money... Go to Denny's instead! I can't believe I just said that, but it is about the same quality of food.",0,1.0,1.0234375,2.1582736e-13,4.03125,6.467104e-06,1.0390625,1.0345502e-11,2.640625,0.62109375,3.71875,0.6640625,1.3671875,2.8740033e-10,2.109375
"Social distancing at its worse
Food looks great!  but they didn't have control over the situation ....in my opinion....
It saddens",0,0.96484375,4.625,2.9309888e-13,4.40625,0.0017547607,1.03125,2.4301698e-09,1.28125,3.5704772e-13,4.5,0.0014877319,2.234375,9.166001e-13,3.078125
Love their chicken wings!!!! The sliders are awesome too especially the brisket! But you absolutely have to try the nachos!!!! Yummmmmm,2,1.0,5.0,2.717826e-13,4.53125,4.8603397e-09,1.953125,3.6770587e-13,4.5625,3.2684966e-13,4.53125,0.99609375,5.0,3.2400749e-12,3.09375
"This was a great restuarant, Super huge and super fun especially when the home team
is winning. Great food and several bars.",2,0.99609375,4.125,1.2591481e-06,3.65625,0.6484375,4.84375,2.3021585e-12,3.640625,3.5171865e-13,4.46875,5.4240227e-06,1.9296875,2.8705927e-12,3.0
"Solid, good food and drinks served by a friendly staff. Lunch can get crowded but sure worth the wait. 

Lunch specials and an inviting selection of adult beverages make this a great lunch spot!",2,1.0,4.59375,8.6729415e-09,1.859375,0.008300781,3.84375,1.0,5.0,7.343292e-05,3.953125,0.86328125,4.625,0.06298828,2.78125
"Warmest welcome to the neighborhood!

I'm thrilled and here's why: 

As someone who works from home, I know my coffee shops (I tend to camp out for a bit). Provider is located on the main level of Tinker House (event space on the second floor. It hits all the basic requisites for being a great spot to work from (plugs under the tables, comfy seats, a community bar-like table to spread out on, friendly staff and a great coffee menu and fresh croissants).

Beyond this, Provider also inspires creativity with their gorgeous decor: cute neon sign with a positive message, great plants and cool tile work. At the same time, the kind, welcoming staff are also crafting amazing lattes. I had a Pistachio Latte with cashew milk (never tried it before so why not?!). It was delicious and I'm not even usually a coffee drinker. 

The best part? THERE'S A GARAGE DOOR THAT OPENS TO THE OUTSIDE. I often have phone calls in the middle of working, so it was incredible to walk outside for a call and have that quiet while also being able to watch my stuff. 

Okay but now for a cooler topic: this coffee shop turns into a rockin' hang at night, complete with Hotel Tango cocktails and a neon pink glow (so I've heard) - can't wait to come back for it!",2,0.41210938,3.96875,0.047607422,5.0,0.6640625,5.0,0.80859375,5.0,1.8474111e-12,3.90625,0.12597656,3.28125,1.8044375e-08,2.953125
"Ate outside on magazine, which was nice. Couldn't say what the inside was like, never went in. Had the jambalaya, it left a little to be desired. It was kinda dry and ice cream scooped on he plate. Not a terrible experience by any means, just have had better",1,1.0,2.03125,0.43164062,4.71875,0.004486084,3.484375,1.463718e-12,3.578125,2.9842795e-13,4.5,0.97265625,2.140625,1.0871304e-12,3.359375
".I'm not big on buffets. In fact, I usually avoid them due to some seriously bad experience with them. However, Oki Nago is actually pretty good. All the times I've been the sushi has been fresh even if it's not the best and the selection is ok if modest. The hibachi is great although beef is only available for dinner. Thankfully Oki Nago's prices have come down quite a bit. It's not about $8 for lunch and $13 for dinner, much better than 13/20 it was before.

Oh, and save room for dessert. The ice cream here is pretty good.",1,1.0,4.0,4.2632564e-13,3.578125,1.2951205e-09,1.90625,1.8474111e-12,3.5625,1.0,5.0,0.87890625,3.8125,1.6952981e-09,1.40625
"just now
I went here for Carside to Go, girl that came to my car window had her mask in her hand and 2 feet from me. Asked her to back up a little. Order was 30 minutes late, manager came out to car window without a mask and 2 feet from my window. Steak  was rare instead of medium well, won't be back.",0,1.0,1.9765625,1.1937118e-11,2.953125,0.013427734,1.015625,1.0,1.109375,2.1760371e-13,4.59375,2.69413e-05,1.046875,0.921875,1.515625
"Love this place!  Fantastic food, service, and atmosphere.  Very healthy options and generous portions.  Have never had anything other than a great experience here.",2,1.0,5.0,7.283063e-13,3.96875,1.0,5.0,1.0,5.0,4.5119464e-13,4.34375,0.2578125,4.3125,2.2879476e-12,2.734375
Wow. This service is something to remark about. While our server was lovely - when she was here - we waited inexcusable lengths of time for everything: food. Drinks. We ordered a bottle of wine off the by-the-glass list that took well over 30 minutes to be served to us. Waited over an hour for entrees. All of this in a nearly empty restaurant. What the heck?!,0,8.367351e-10,1.3125,1.9984014e-13,4.5625,5.751848e-06,1.2890625,1.0,1.046875,3.0553338e-13,4.625,3.3395509e-13,4.34375,1.0,1.0078125
"Ooh wee! Dirty Dishes was just added to my list of favorite food trucks about 30 minutes ago when I devoured one of their plates inside of Canal Place! I found out about Food Truck Fridays in front of Canal Place not long ago via Instagram and this Friday, I saw that Dirty Dishes would be there. Since I had yet to try them, I figured why not!

It was more of a brunchy lunchy fest so I was a total fan. I can eat breakfast any time of day. There were a few of their well-known specialties on the menu such as the dirty mac and cheese and BBQ shrimp and grits, but I wanted to try something a little sweeter.

I originally wanted the Praline Chicken and Waffle Sandwich but they were all out! My next choice were the Hot Sausage Stuffed Waffles, which I am SO glad I chose. These were huge, soft Belgian waffles with crispy outsides and warm, spicy hot sausage-filled insides. A TOTAL flavor punch. The praline glaze was much like a light syrup that was just the right amount of sweet. The powdered sugar touch was a nice addition. Truthfully, all I needed on the side was a mimosa (or 3) to make this into the perfect brunch. I'm a big fan already, make sure to put this on your list of NOLA food trucks to visit if you haven't yet!",2,1.0,5.0,0.875,5.0,1.7881393e-06,4.125,1.0477379e-09,4.4375,1.4495072e-12,4.03125,1.0,4.90625,4.053116e-06,3.65625
"Big Box store, I KNOW! I've actually only been here like 3 times since it opened a couple years ago. I get overwhelmed by the big box places; too many people and usually really poor customer service.  I prefer places like Plaza Liquors, Rum Runner or even Ajs but anyway, this was the only place that carried the special Amaro I was looking for. After cruising around the store for about 10 minutes and zero acknowledgement from the staff, I found my special bottle of Amaro. This places carries a seriously decent collection of wines, liquors, aperitifs , etc, but the service is sadly no good. Even at the checkout counter, when I asked if they had cards (like for Fathers Day), the response was ""um...I think."" Ahhh, this frustrates me. How about, ""I am not sure, but I would be glad to help you look.""  This place could be really awesome. Perhaps I caught them on an off day. But I think really showing some passion and hiring some rad people who want to talk up all their goodies and offering a more personalized experience would seriously help. But since they so have such an extensive offering.....they get the 4 stars.",2,1.0658141e-12,4.53125,2.9616058e-07,2.046875,0.053710938,2.40625,1.0,1.3046875,9.208634e-12,4.53125,5.9604645e-06,4.78125,0.00016212463,2.171875
"Not only does this place have great ice cream, the staff are very friendly and are genuinely interested to know if you like their products and ask for feedback.  There's usually a line out the door because this place is worth it.",2,0.10888672,5.0,1.2187229e-10,2.484375,0.00013160706,4.0,1.0,5.0,5.684342e-13,4.40625,4.1211024e-08,1.421875,0.0005340576,2.53125
Awesome brunch place!  Get the Toast specials. Great prices as well. Friendly staff and quick service!,2,0.6640625,4.875,5.0448534e-13,3.609375,0.0005187988,2.859375,1.0,5.0,1.0,5.0,0.671875,4.125,1.0,5.0
"I was looking for the best and cheapest wine tour for a weekend so I searched Captain Jack's. They offer either a wine or beer tour for $50. They had great reviews so I decided to book it. We had a wonderful guide and were driven around in a large SUV with 3 other couples. We did the beer tour and stopped at 3 different ""bars"". Only one was a brewery and the rest were bars. The fee paid for each tasting and we also stopped for lunch. The only down side is make sure you check with the driver about what tour you're on. We mistakenly got into the wrong car but checked before we could take off but on our tour we picked up the wrong couple. They don't give their drivers names of the people to pick up, only a location (which is at your hotel if you're staying in Santa Barbara).

all in all it was a great experience",2,1.1399388e-06,1.9921875,1.6450882e-05,4.0625,4.2491592e-09,3.25,0.8125,3.96875,0.38671875,4.96875,2.9984903e-12,2.84375,9.715557e-06,2.984375
"It was hard to express how many stars I would rate my experience here. Due to highs and lows of my experience.

First off, the service was great! Props to my server Ashley. He was attentive and very nice. The food came out fast.

To start off, my sister and I got the dozen charbroiled oysters. I heard so much about them from other people and friends that they were a must have. It was the biggest letdown. They were a bit below average. It had a bitterness to them. 

For the entrees, I got a lobster empire and my sister the Drago's mixed grill. The lobsters were over done and the lobster empire is said to have a creamy rich sauce. Instead it was more on a savory spice side. 
The steak for the mixed grill was great! Nice cook on the meat. 

All in all, the food just made the whole experience disappointing. Hopefully if you come here you eat your food fast because it came out warm and chilled really quick. For spending almost 100 dollars, it didn't taste like that for sure.
I would recommend trying out Acme for the oysters and even Red Lobster had better cooked lobsters.",0,1.0,1.9921875,1.9984014e-13,4.46875,1.2218952e-06,3.078125,1.0,5.0,0.9765625,1.9765625,0.67578125,2.28125,0.9765625,4.96875
"I came here for restaurant week and I was also celebrating my anniversary with the Mr.! This is the perfect place for a date or more romantic dinner! Especially since it is tapas style and you can share plates/try different things. Friends and groups are definitely welcomed, but the ambience with candlelight lighting (and wine bottle selection!) have total date vibes for trying to impress someone.

Restaurant week First Course: We ordered Serrano ham, manchego cheese, olives, and the paprika garlic chorizo! Wow, the chorizo was flavorful and seasoned perfectly. All items complimented each other. The first course is served with a little bread too

Second course: We orders the duck montadito, Pulpo (octopus!), the green beans, and beef brochettes. The beef brochettes were tender beef skewers, and octopus was on point in their thick marinade. The winners for the course was surprisingly the duck! I don't believe this is a regular menu item but if you get the chance, definitely order it!! It was incredibly rich and served on a small piece of baguette with a sweetened cherry. All the flavors complimented each other and reminded me how delicious duck can be when done right! Last, the green beans may be the best green beans I ever had. They were served with almonds, in a balsamic vinaigrette-oil with additional seasoning that were absolutely delicious. You know if they make green beans as it's own dish, then they have to be pretty incredible. 

Dessert: goat cheese flan and an ice cream yogurt fruit dish! Absolutely delicious, light and sweet. We were also served two sweeten pears at the end of the meal as a last goodbye treat.

Overall the food was incredible! Service was really quick, if I had to give one negative it is the size of the tables. Especially with tapas, there were a lot of plates and little space. Everything else was stellar.

When making the reservation, I noted it was for an anniversary dinner... to my grateful surprise the restaurant gave us complimentary champagne for the celebration! It was greatly appreciated and thoughtful. Restaurants that go that extra step is why this place deserves the five stars!",2,0.11328125,3.3125,0.114746094,3.28125,0.11669922,3.328125,0.119140625,3.265625,0.14160156,3.296875,0.123535156,3.3125,0.09375,3.3125
"I wanted to love this place and had very high expectations (which was probably part of the problem). The tacos have tons of meat filling, which most people will love. They certainly do not skimp on meat (and the meat has good flavor) and they are very well-priced. My issue is more that I prefer flour tortillas, so I asked if they did those instead of corn and I was told no. However, I was with a bunch of people and several of their tacos came out on flour tortillas. I guess certain tacos are served with flour, but they are not very willing to switch it up? Didn't make me feel all warm and fuzzy. I got the chorizo and carnitas tacos and both were good, but just didn't have any depth of flavor. I will admit that I am very particular about my Mexican food and prefer a specific style, but these just didn't wow me. Since they were so full, I could barely close them to eat them, so ended up using a fork, which is no fun. My friend ordered a burrito and it was so huge she had to set it in the palm of her hand and try to navigate it with the other hand. She could barely eat it and quickly gave up. One huge plus is the salsa bar, which I always appreciate!

As for the ice cream, they make you uncomfortable asking to try more than 2 (out of the probably 50+ very unique flavors there) because they have signs in multiple places stating that you can only try 2. I'm sorry, but this is ridiculous. I can go to Clementines or Jeni's and try anything I want with no judgement. It's hard to say what you'll even like with that much selection and only 2 tastes.

Overall, I just wasn't impressed with the service or food. However the salsa bar is legit and the price is right.",1,0.97265625,3.234375,0.97265625,3.234375,0.0010299683,3.5625,0.96875,3.25,0.96484375,3.265625,0.97265625,3.25,0.96875,3.25
"I made my first visit to the Jet Wine Bar Garden today.  My friend had wine and I had a blood orange Moscow Mule that knocked my socks off it was so good. We both ordered the pimento cheeseburger that came with fries and it was a 10!!! The cheese had a little kick to it that elevated the burger and made it unique . Lastly,  the employees there were so nice and their service with the drinks and the food was excellent! We will be back!",2,1.0,5.0,4.7180038e-12,2.875,4.6491623e-06,3.921875,1.0,5.0,5.5777605e-13,4.34375,1.0,5.0,2.6338967e-09,3.84375
"The food is great. My favorites: veggie sandwich, savannah chopped salad, roast beef french dip, chicken verde sandwich, veggie spud. Yes, there are that many favorites because taste is amazing with veggie choices and seasonings. But, add tp notch staff that deserves five stars alone for remembering all the different faces that come in, making it feel like a family. Kamel remember my family's allergy and dietary restrictions every time. It is nice to order with that type of care. There are other great employees as well. The managers are always hands on to make sure large rushes are cared for bery fast. Staff works like a well oiled machine to juggle and produce great quality. Hats off my family's restaurant.",2,1.0,5.0,2.593481e-13,3.765625,0.031982422,4.96875,1.0,5.0,3.3040237e-13,4.21875,0.9609375,5.0,0.90625,5.0
"Both the avocado toast and creamy kale salad were delicious, filling, and wholesome. Staff are very friendly. They also have a wide range of juices - I just got a wheatgrass shot but you can basically have them make you a smoothie with any ingredient your heart desires. The only thing I wish they would change is to be open on Sundays! I",2,1.0,5.0,6.8567374e-13,3.046875,0.00025177002,3.59375,1.0,5.0,3.53495e-13,4.46875,0.953125,4.75,8.258212e-10,1.1953125
"What a cool place! I was avoiding going here because I heard it was overpriced. Also, I was hoping for a Trader Joe's to open here instead. My brother was in town for a visit and suggested that we go. Wow, was I surprised at how much I liked it! It's similar to Whole Foods, but doesn't sell all the vitamins or homeopathic items.

The stores is set up with a nice overall feel to it. (The parking is a little iffy...but, I'll let that slide.) There's a bakery, gelato and dessert bar, a very large meat and seafood counter and a good-sized produce area. They offer over 20 different kinds of coffee beans, even Peet's Coffee! I was thrilled to see that they carry my favorite tea as well.

Upstairs, they have a wine and liquor area. There are also tables upstairs to eat there.

Most of the staff I encountered the two times we went there were very friendly also. 

I will definitely be coming back here.",2,1.990702e-08,3.859375,0.0024261475,2.921875,0.040771484,4.96875,0.86328125,4.96875,0.010864258,1.0703125,0.0003376007,3.8125,3.2014214e-10,1.53125
"An adorable, coffee shop/bakery with a mix of artwork, rustic tables and bar top, and friendly staff.

The macchiato is a true macchiato (espresso with a dollop of cream), which the staff kindly pointed out and inquired if I wanted a ""Starbucks-style"" macchiato with milk (whole, soy, or almond) and a drizzle of caramel. The result was a far better caramel macchiato than Starbucks produces--likely better beans, and not overly sweet.

An assortment of muffins, scones, cupcakes, cookies, and bars tempted. I chose a banana walnut muffin with some trepidation, as often non-homemade muffins are sickly sweet. I was pleasantly surprised to bite into a moist muffin (don't!) that tasted much like my own banana bread (i.e., just the right amount of sweetness).

The clientele seems varied: fathers with their under-10 kids, couples designing wedding cakes, families getting hiking treats, teens picking up cupcake orders for graduation parties, etc. This shop definitely seems to be a neighborhood gathering space.

Ps. A small park across the street is perfectly situated for enjoying the outdoors along with your splurges.",2,1.0,5.0,0.9375,5.0,0.42382812,5.0,1.0,5.0,4.3428372e-11,3.875,0.703125,4.34375,5.7480065e-10,2.078125
"I love Buffas. I'd give it 5 stars if it want for the lower than average cleanliness. The shrimp Creole is great, the Redfish Poboy amazing. The burgers, hot wings, Creole green beans, fried corn nuggets, etc. are all great. I eat here all the time. If you're looking for great food at 4:00 in the morning, defiantly go to Buffa's.",2,1.0,5.0,3.88809e-11,2.765625,1.8735591e-10,1.7890625,1.4992452e-12,3.96875,1.3876706e-07,4.40625,1.0,5.0,0.10644531,5.0
"Our waitress, at first, was very generous and kind. Sweet personality. Then they changed shifts and our new waiter was very nice too. The food was okay, typical bar food. Nice place to eat and drink at leisure.",2,1.0,2.859375,9.822543e-11,3.28125,0.004486084,4.46875,1.0,5.0,3.3217873e-13,4.46875,0.06347656,2.109375,1.1874363e-08,1.515625
Monk's is the best place for a burger and mussels...and of course beer. I enjoy my meal every single time. No complaints about this place.,2,1.0,5.0,6.9277917e-13,3.765625,4.4201443e-10,2.578125,4.129106e-10,4.46875,3.3040237e-13,4.5,0.21972656,3.890625,1.2789769e-12,3.078125
"Chris was amazing! She not only gave superior service but she gave us some awesome local tips on how to get around Nola and where to visit! 

My boyfriend had the gator burger per her recommendation and I had the cowboy burger. Both were without a doubt delicious! She also gave us a military discount! Defiantly will be coming by again!",2,1.0,5.0,3.71933e-05,2.390625,1.200533e-09,1.828125,1.0,5.0,0.047851562,4.21875,0.9921875,4.4375,3.6607162e-11,1.5
Love love love me some jbs. Just hAd the buffalo chicken flatbread and it lasted about 2 mins. The sweet potato fries are amazing with the cinnamon sugar coating. If you love local bars with a family friendly atmosphere this is you spot. Plus it's got the best happy hr around. The new porch is super sweet as well.,2,1.0,4.96875,0.006225586,4.9375,1.0,5.0,1.9554136e-11,4.1875,3.947207e-10,3.625,0.95703125,4.0625,0.421875,4.875
"Panera is Panera. Lots of pastries and decent selection of food. This location is usually packed at lunch time. Service is good-nothing different than any other Panera I've been to. Clean environment, good location. Can't really complain.",2,0.68359375,2.984375,1.0,5.0,0.16601562,4.03125,1.0,4.03125,9.023893e-13,3.921875,0.3125,2.96875,5.8859587e-07,2.953125
Walked in the the host was rude and extremely unwelcoming. Gave me snobby attitude the whole time.,0,3.0730973e-13,4.46875,2.2737368e-13,4.5625,0.984375,1.0078125,1.0,1.0,2.469136e-13,4.5,2.2115643e-13,4.46875,2.7625902e-11,2.140625
"Very, very good sandwich and great staff. I had the Italiano and it was huge but don't worry I didn't waste anything and neither will you. Really great place to eat when your downtown.",2,1.0,5.0,0.99609375,4.875,5.5506825e-07,1.828125,1.0,5.0,6.8567374e-13,4.15625,0.9375,4.25,1.7848834e-11,2.03125
"Brad and Mike of Bottle Bar East did an amazing job at this place! Single beers for take out , 12 packs, cases, and a CROWLER LINE! The prices are amazing and the selection is what you would expect from these two. Definitely a great addition to Port Richmond !",2,1.3287149e-12,4.3125,0.003540039,4.6875,5.3842086e-09,2.515625,1.0952353e-06,5.0,1.0,5.0,1.1568773e-09,2.03125,1.8510036e-08,4.625
IDK if it was thst I was so darn hungry but the shrimp basket was great! The red beans & rice was delish & the Bloody Mary AWESOME! The bartenders were super nice too! Really hit the spot!! Check it out.,2,1.0,5.0,5.48539e-12,2.640625,0.012451172,3.890625,1.0,5.0,7.212009e-13,4.375,0.96484375,4.0,2.7008355e-08,3.734375
"4 stars because our waitress, Terri, was phenomenal! If she was bad I think this would be closer to a 2 star review. 
Went here for Father's Day and I used their Call Ahead Seating. If you think you'll be going there doing peak hours, they let you call ahead up to a half hour. It's super helpful. 
We were served and drinks delivered within 5 minutes. Again, Terri is on top of it. 
Appetizer was the Texas Tonion. Definitely better than a blooming onion from anywhere else. 
Entrées is where it gets rough. My dad got the prime rib which was the only dish with no issues. My mothers steak was 80% inedible fat with the asparagus mostly coarse stalks. My grandmother and I split the Flo's Filet and Lobster tail. We asked for medium rare and got a cold rare. Terri fixed this issue. My lobster was over cooked and cold. How this happens, I don't know. But that was so disappointing. 
Overall, the meal was good but I don't think I would pay the heavy price tag more than once a year.",2,1.0,3.0,2.145839e-12,4.1875,0.000207901,4.03125,1.0,5.0,1.0,1.984375,0.609375,3.6875,0.95703125,4.96875
"the chicken taco wrap is awesome, as well as the thai chicken and taco salads.  oh, and the cheap pitchers of long island tea (haven't had these since undergrad).

convenient, and a great value.  will definitely continue coming here!",2,1.0,5.0,0.030883789,4.15625,4.2021275e-06,1.7578125,1.9463187e-10,3.59375,1.0,5.03125,0.9765625,4.34375,0.03112793,4.75
"AHHHH, I freakin' love this place! Excellent beer selection as well as fun, delicious non-alcoholic drink options. The ginger beer is a wonderful ginger bite!  They have a good selection of vegetarian options including my favorite, the Meatless Melt. They also go beyond just cheese pizza for the kids menu, which I appreciate. Our server was excellent and knew how to serve kids to keep them happy. The outdoor area is wonderful and relaxed with seating at large picnic tables. It's also shaded by the building in the evening. Nom, nom, nom...",2,0.921875,4.625,0.9296875,5.0,0.27148438,5.0,1.0,5.0,3.996803e-13,4.46875,0.9921875,4.4375,3.783498e-10,1.4375
"I can't believe I've JUST been to this place! Great food out here! The gumbo was delicious, and we tried almost everything on the specials menu and everything was perfect. I also loved the BBQ Shrimp poboy! Definitely coming back for more!",2,1.0,5.0,3.6743586e-10,1.8515625,1.0826625e-08,1.3515625,6.7075234e-12,4.0,3.0553338e-13,4.5,0.9921875,5.03125,1.3329554e-08,1.6796875
"Soft Shell crab PO boy was something I never thought I would eat looking at it, but I am glad I did, it was awesome, tasty. My husband said his grilled oysters were out of the world! Tasted great.  The Jumbalaya was also wonderful. Great job.",2,1.0,5.0,1.7408297e-13,4.53125,3.5470293e-11,2.203125,2.9984903e-12,4.25,3.0730973e-13,4.5625,0.9921875,5.0,1.129763e-12,3.375
First time going and I was blowed away.  The food and atmosphere was amazing.  Definitely will be going back again real soon.,2,1.0,5.0,3.723244e-12,3.171875,1.0,5.0,1.891749e-09,4.46875,3.5704772e-13,4.5,3.9041042e-06,3.046875,3.723244e-12,2.984375
"Worst service ever!! Host was absolutely rude, completely put out when we ordered. And then to order more drinks he was absolutely appalled. Do not recommend, especially if you're from out of town like we were.",0,2.5224267e-13,4.46875,2.0236257e-11,3.03125,0.011108398,1.015625,1.0,1.0,2.0428104e-13,4.5,1.9184654e-13,4.5,0.0016860962,1.1015625
"Huge wait!! About a hour and a half!! But well worth it for our size party. We went and had drinks at BeerNV while we waited! We had 11 people and 3 showed up late and our wonderful server brought extra chairs, and settings for them when they arrived. He offered to open the bottle of wine I received as a gift!! Which we did...and also drank from their wine and beer selection. Our server was fantastic and so nice. I really enjoyed the pear a dice pizza! Good pizza for the price. Fun ambience. Will go again!",2,1.0,4.0,1.1315569e-07,3.46875,0.8203125,4.96875,1.0,5.0,1.0,4.90625,0.953125,3.5,1.0,1.6015625
"While I did not have the sushi, I did have the Pad Thai and was not terribly impressed. It tasted strongly of ketchup which was new to me for pad Thai and really overpowered the dish. 
The small dishes were good and I look forward to returning and trying more. 
The staff is friendly and the service was average. 
When I return I will be sure to try the sushi and update this review.",1,1.0,2.1875,2.469136e-13,4.28125,0.00019550323,3.25,1.0,3.0,2.5401903e-13,4.40625,0.33007812,2.984375,3.8929284e-07,2.03125
"We came here for my birthday dinner last month. I'd heard of Della's and had been meaning to check it out for the music (as somehow I'd gotten it into my head that it was a jazz club).  Well, it's not a jazz club, but there was a keyboardist there that evening who did a beautiful job and even humored me by singing my request, ""My Funny Valentine."" 

Della's is intimate and cozy. The service was excellent. Our server was excellent. And Chef Debra was absolutely phenomenal! She came out to our table to explain the pork belly dish in great detail. And let me tell you -- SO GOOD! The shrimp and grits were good also, but that pork belly was a showstopper. 

To top off a great choice for dinner, the chef sent out desserts for us when she found out it was my birthday. Way to make a girl feel special! And that's when a restaurant has done its job in ""delighting"" the customer.",2,1.0,5.0,4.307367e-09,3.015625,0.31054688,4.96875,1.0,5.0,5.755396e-13,3.953125,0.85546875,4.78125,9.536743e-07,1.6796875
Close to home so we go here often  We prefer the a la carte but they have a good dinner buffet on Saturday's! Worth the price and pretty tasty!,1,1.0,4.25,0.98046875,5.0,1.6647391e-08,1.7890625,1.5418777e-12,3.828125,1.0,5.0,0.8515625,4.21875,6.684786e-11,2.015625
"I came to New Orleans for a quick day trip and a friend recommended Mother's, so I decided to stop in.

When I walked inside, I was greeted and asked to write down my name and number on a notepad (for contact tracing). Then I was asked if I was dining in and when I said, ""Yes,"" I was seated at a table and told my server Ms. Pat would be with me shortly.

Ms. Pat came to the table and I definitely would've thought she was one of my aunties. She had the sweetest, most motherly demeanor. She recommended some things and took my order. I went with a cup of the filé gumbo and a catfish po' boy. It took a minute for my food to come up and when Ms. Pat saw that it hadn't arrived she went back to check on it and came right on out with it.

The gumbo was GOOD! I should've ordered a bowl instead of just the cup. The po' boy was a little disappointing. I liked the bread and how well the catfish was fried; however, it was super bland. I looked up on the counter and noticed sweet potato pie, so I decided to order a slice. It was cool.

Overall, I enjoyed Mother's and would come back next time I'm in town. Ms. Pat is definitely a gem and made my experience what it was!",2,1.0,3.859375,7.599592e-06,2.15625,0.09082031,4.71875,1.0,5.0,2.0321522e-12,3.859375,0.76171875,3.546875,0.31054688,3.96875
"My husband and I went to Kunkles for dinner this evening for their Two for Tuesday four course dinner served family style. We had the mozzarella-stuffed meatballs as an appetizer, followed by the Santa Fe Caesar salad. For dinner we had the boneless beef short ribs over mashed potatoes and gravy. And for dessert we had the hot spiced plum bread pudding with whipped cream. Each course was absolutely delicious! For $40 for 2 full meals we will definitely be back! As far as the wait staff, they were all wonderful: very friendly and very attentive. Really good restaurant!",2,1.0,5.0,6.252776e-13,3.359375,1.816079e-07,2.9375,1.0,5.0,1.0,5.0,1.0,5.0,3.0122465e-09,3.171875
